Timestamp,market-price
2021-07-11 00:00:00,33515.57
2021-07-14 00:00:00,32686.56
2021-07-17 00:00:00,31421.25
2021-07-20 00:00:00,30815.94
2021-07-23 00:00:00,32297.89
2021-07-26 00:00:00,35365.2
2021-07-29 00:00:00,40002.53
2021-08-01 00:00:00,41659.06
2021-08-04 00:00:00,38138
2021-08-07 00:00:00,42825.95
2021-08-10 00:00:00,46333.46
2021-08-13 00:00:00,44417.78
2021-08-16 00:00:00,47056.41
2021-08-19 00:00:00,44777.86
2021-08-22 00:00:00,48932.02
2021-08-25 00:00:00,47744.58
2021-08-28 00:00:00,49056.86
2021-08-31 00:00:00,47074.77
2021-09-03 00:00:00,49329.01
2021-09-06 00:00:00,51769.06
2021-09-09 00:00:00,46078.38
2021-09-12 00:00:00,45144.79
2021-09-15 00:00:00,47072.12
2021-09-18 00:00:00,47263.6
2021-09-21 00:00:00,42901.56
2021-09-24 00:00:00,44888.96
2021-09-27 00:00:00,43182.63
2021-09-30 00:00:00,41522.38
2021-10-03 00:00:00,47727.1
2021-10-06 00:00:00,51505.83
2021-10-09 00:00:00,53867.3
2021-10-12 00:00:00,57452.01
2021-10-15 00:00:00,57397.74
2021-10-18 00:00:00,61546.21
2021-10-21 00:00:00,66063.56
2021-10-24 00:00:00,61277.28
2021-10-27 00:00:00,60345.17
2021-10-30 00:00:00,62249.18
2021-11-02 00:00:00,61029.5
2021-11-05 00:00:00,61441.83
2021-11-08 00:00:00,63293.22
2021-11-11 00:00:00,64976.73
2021-11-14 00:00:00,64420.94
2021-11-17 00:00:00,60172.26
2021-11-20 00:00:00,58133.02
2021-11-23 00:00:00,56301.52
2021-11-26 00:00:00,58935.45
2021-11-29 00:00:00,57292.28
2021-12-02 00:00:00,57229.76
2021-12-05 00:00:00,49253.86
2021-12-08 00:00:00,50645.41
2021-12-11 00:00:00,47137.46
2021-12-14 00:00:00,46757.09
2021-12-17 00:00:00,47658.38
2021-12-20 00:00:00,46689.28
2021-12-23 00:00:00,48628.35
2021-12-26 00:00:00,50470.89
2021-12-29 00:00:00,47601.26
2022-01-01 00:00:00,46249.56
